,Title,Artist,Artist_followers,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Explicit_false,Explicit_true,album,compilation,single,bolero,boy band,country,dance/electronic,else,funk,hip hop,house,indie,jazz,k-pop,latin,metal,opm,pop,r&b/soul,rap,reggae,reggaeton,rock,trap,Top10_dummy,Top50_dummy
85245,biking,"Frank Ocean - JAY-Z - Tyler, The Creator",6628942,1,1,0.673,0.463,2,-7.247,1,0.191,0.681,4.9e-06,0.0907,0.268,147.981,277521,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85249,nicotine patches,$uicideBoy$,2688028,3,14,0.743,0.569,0,-9.703,0,0.131,0.0174,0.000736,0.264,0.384,145.905,156034,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85252,reapers child,YoungBoy Never Broke Again,5749977,15,21,0.759,0.701,2,-4.861,0,0.182,0.394,0.0,0.0976,0.717,123.933,203226,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85253,sleep deprived,Dreamville - Lute - Omen - Mez - DaVionne,301682,8,18,0.636,0.8,11,-4.265,0,0.347,0.337,0.0,0.39,0.704,88.657,238453,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85255,20/20,Lil Tjay,1982751,1,1,0.886,0.336,4,-12.779,1,0.239,0.557,0.0,0.0933,0.536,100.044,230448,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
85258,tomorrow til infinity,Young Thug - Gunna,5647016,2,14,0.855,0.516,0,-6.972,1,0.0524,0.0261,2.74e-05,0.302,0.283,135.97,228307,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85259,space ghost coast to coast,Glass Animals,1338399,6,16,0.903,0.529,8,-9.901,1,0.0623,0.105,0.00255,0.138,0.353,100.977,187384,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85260,too hotty,Quality Control - Migos - Eurielle,676267,1,1,0.884,0.406,1,-7.202,1,0.2,0.179,0.0,0.106,0.163,130.027,297377,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85262,slime mentality,YoungBoy Never Broke Again,5749977,8,18,0.637,0.801,9,-4.356,0,0.321,0.308,0.0,0.154,0.486,169.984,181666,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85263,like a star,Lil Yachty,6648019,1,21,0.641,0.258,0,-13.857,1,0.185,0.686,2.58e-05,0.116,0.286,140.031,223085,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85264,4 thangs,Freddie Gibbs - Hit-Boy - Big Sean,573293,1,1,0.813,0.557,10,-6.655,0,0.133,0.0547,0.0,0.128,0.764,83.012,104912,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85265,honey,BROCKHAMPTON,1614536,11,15,0.74,0.787,2,-6.343,1,0.0493,0.0794,0.0,0.122,0.178,109.966,195227,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85271,g.o.m.d.,J. Cole,11968318,8,13,0.89,0.393,4,-10.821,0,0.267,0.331,8.81e-06,0.283,0.304,128.084,301133,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85274,stop snitchin,YG,2387089,5,14,0.842,0.743,7,-4.43,1,0.329,0.00531,3.69e-06,0.151,0.622,180.917,149880,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85277,malcolm x.x.x.,Kodak Black,6344939,9,16,0.47,0.721,5,-5.864,1,0.399,0.46,0.0,0.648,0.348,169.572,195675,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85278,perfect time,Roddy Ricch,4688338,4,16,0.577,0.734,8,-8.484,0,0.432,0.171,0.0,0.12,0.254,94.122,142710,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85279,the greatest,Rod Wave,1316706,9,14,0.732,0.41,0,-14.41,1,0.127,0.0915,0.0,0.0697,0.586,125.947,168587,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85280,set it off,Bryson Tiller,4447390,15,19,0.538,0.507,7,-10.186,0,0.178,0.554,1.05e-06,0.247,0.272,145.969,217200,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85282,circle of bosses,Young Thug - Quavo,5647016,16,19,0.899,0.488,2,-7.404,0,0.392,0.00938,0.0,0.359,0.542,150.04,179467,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85284,stranger things,Joyner Lucas - Chris Brown,1460657,1,1,0.867,0.663,10,-5.838,0,0.178,0.443,0.0,0.117,0.481,121.978,219733,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85289,never be the same,Camila Cabello - Kane Brown,18673543,1,1,0.6,0.671,0,-4.875,1,0.0893,0.238,0.0,0.164,0.25,129.782,225539,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85291,100 shooters,Future - Doe Boy - Meek Mill,9442830,1,1,0.645,0.675,1,-5.282,0,0.202,0.0104,0.0,0.273,0.171,120.672,209120,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85293,singles you up,Jordan Davis,328914,1,1,0.635,0.903,7,-3.588,1,0.0323,0.0472,0.0,0.255,0.559,100.08,182693,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85295,ring the alarm,Joey Bada$$ - Nyck Caution - Kirk Knight - Meechy Darko,1936777,8,12,0.51,0.907,2,-4.239,1,0.441,0.244,0.0,0.133,0.521,93.442,260122,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85297,i miss the days,NF,4425041,13,20,0.719,0.768,11,-5.658,0,0.19,0.345,0.0,0.104,0.0979,137.887,269185,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85298,stripper bowl,Migos,10919803,1,1,0.953,0.782,1,-4.443,1,0.214,0.0507,0.0,0.0785,0.823,132.959,202747,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85300,moonlight,Trippie Redd,5502398,2,26,0.632,0.644,2,-5.999,1,0.0454,0.06,1.81e-05,0.17,0.112,86.007,161743,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85301,heaven or hell,Don Toliver,1012488,1,12,0.65,0.589,11,-8.02,0,0.0649,0.375,3.57e-05,0.128,0.438,160.031,183484,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85303,class fight,Melanie Martinez,8379843,2,13,0.767,0.707,6,-8.444,1,0.0489,0.42,5.16e-05,0.298,0.772,92.015,161065,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85304,diva,The Kid LAROI - Lil Tecca,684220,1,1,0.686,0.703,6,-6.141,0,0.0606,0.00728,0.0,0.0946,0.457,144.902,172005,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85308,major,Young Dolph - Key Glock,1424797,1,1,0.907,0.65,6,-5.661,0,0.312,0.0109,0.000424,0.107,0.626,147.026,195547,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85309,pulling the pin,Run The Jewels - Josh Homme - Mavis Staples,810677,10,11,0.468,0.763,9,-6.826,0,0.268,0.291,1.22e-06,0.204,0.223,101.096,217240,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85310,attention,ScHoolboy Q,3388289,14,14,0.739,0.798,11,-7.971,1,0.414,0.154,0.0096,0.126,0.668,154.148,201040,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85312,time warp,Little Nell - Patricia Quinn - Richard O'Brien,1391,4,16,0.387,0.665,1,-11.323,0,0.225,0.145,0.00167,0.092,0.541,174.896,199367,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85316,here comes my girl,Tom Petty and the Heartbreakers,1575881,2,18,0.578,0.734,4,-6.09,1,0.0304,0.0517,0.233,0.165,0.373,104.851,264453,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85317,713,The Carters,964533,5,9,0.498,0.666,6,-5.907,0,0.381,0.186,0.0,0.0794,0.399,177.844,193387,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85319,summer at 7,Russ,3724826,1,1,0.571,0.714,11,-5.374,1,0.0521,0.753,0.0,0.0897,0.464,89.067,174667,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85321,my shit,A Boogie Wit da Hoodie,5184928,3,11,0.812,0.621,5,-8.3,1,0.0515,0.244,0.0,0.099,0.847,77.998,128157,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85322,supermodel,SZA,3840363,1,14,0.612,0.442,6,-8.874,1,0.289,0.651,0.0,0.26,0.253,119.235,181120,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85323,all star,Lil Tecca - Lil Tjay,3014761,1,1,0.782,0.644,1,-5.559,0,0.162,0.265,0.0,0.122,0.434,129.972,180234,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85325,crew,GoldLink - Brent Faiyaz - Shy Glizzy,672756,10,14,0.728,0.607,1,-8.417,0,0.132,0.133,0.0,0.0864,0.445,129.938,176702,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85327,darkside,blink-182,6131096,4,15,0.497,0.923,4,-3.04,1,0.11,0.00627,0.0,0.082,0.545,155.11,180960,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85329,blue laces 2,Nipsey Hussle,1750629,6,16,0.569,0.836,4,-3.831,0,0.226,0.0276,0.0,0.479,0.0927,75.701,250920,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85330,oodles o noodles babies,Meek Mill,4533789,13,19,0.609,0.836,4,-3.442,0,0.264,0.593,0.0,0.466,0.584,72.099,181274,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85332,heart attack,BRONSON - ODESZA - Golden Features - lau.ra,28171,1,2,0.556,0.649,6,-5.807,0,0.0781,0.163,0.214,0.109,0.119,121.999,209600,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85334,yes!,KYLE - K CAMP - Rich The Kid,931301,1,1,0.758,0.666,8,-8.086,1,0.14,0.0318,0.00418,0.33,0.701,162.083,195397,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85335,split/whole time,Lil Yachty,6648019,1,1,0.664,0.483,9,-8.839,0,0.436,0.215,0.0,0.193,0.37,145.053,239871,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85336,pretty young girl,Logic,5004777,4,13,0.641,0.637,4,-6.967,1,0.0356,0.206,0.000228,0.342,0.394,95.051,255427,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85337,1 sided love,blackbear,3657373,1,1,0.584,0.42,8,-7.827,1,0.0322,0.236,0.0,0.119,0.283,90.051,170667,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85339,how far ill go,Auli'i Cravalho,61212,4,59,0.571,0.307,1,-10.958,0,0.0499,0.649,0.0,0.178,0.108,83.72,163387,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85347,go,The Black Keys,3326921,1,3,0.478,0.666,1,-7.766,1,0.0566,0.0428,0.725,0.336,0.718,149.974,146597,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85349,lose it,Kane Brown,2911105,3,13,0.544,0.854,4,-4.968,0,0.0289,0.00245,1.2e-06,0.249,0.436,91.966,178987,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85350,ignition - remix,R. Kelly,2159015,10,17,0.795,0.523,1,-7.165,1,0.0423,0.061,0.0,0.0914,0.855,133.024,186067,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85357,babylon,Joey Bada$$ - Chronixx,1936777,10,12,0.505,0.695,10,-4.8,1,0.332,0.555,0.0,0.326,0.393,173.468,336333,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85359,cheating on you,Charlie Puth,11708460,1,1,0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042,196607,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85365,molly girl,Lil Tecca,3014761,13,17,0.576,0.625,0,-7.467,0,0.237,0.000596,0.0,0.119,0.219,178.017,117013,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85367,relentless,Polo G,2382140,12,16,0.763,0.558,0,-5.506,1,0.285,0.372,0.0,0.12,0.276,77.026,199549,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85368,november,"Tyler, The Creator",5277768,12,14,0.547,0.759,1,-7.039,0,0.413,0.354,2.15e-05,0.676,0.575,91.85,225347,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85369,on the run,Young Thug - Offset,5647016,1,6,0.964,0.529,0,-7.748,1,0.187,0.00659,4.47e-06,0.0872,0.63,128.042,263933,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85371,"can you see - spotify singles - holiday, recorded at spotify studios nyc",Fifth Harmony,11577693,1,1,0.554,0.422,8,-10.761,1,0.0439,0.329,3.13e-05,0.0986,0.3,99.676,242879,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85376,dear sense,Louis The Child - MAX,384448,1,1,0.808,0.704,1,-1.955,1,0.1,0.146,0.0,0.134,0.613,130.049,175183,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85379,aint coming back,Future,9442830,19,20,0.675,0.747,3,-4.46,0,0.0741,0.00738,0.0,0.121,0.255,152.928,219684,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85380,gang signs,Lil Baby,5372519,17,20,0.82,0.793,0,-5.77,1,0.0975,0.0145,0.0,0.362,0.531,85.009,169783,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85382,lust for life,Drake,50593376,1,18,0.462,0.422,6,-10.381,1,0.175,0.939,0.0327,0.108,0.0853,87.364,176179,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85385,the chase,Anderson .Paak - Kadhja Bonet,1615546,1,14,0.475,0.579,1,-9.061,1,0.165,0.0344,0.000192,0.674,0.475,103.288,203573,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85387,born in the u.s.a.,Bruce Springsteen,3544731,1,12,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,278680,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
85388,high without your love,Loote,140645,1,1,0.87,0.496,5,-5.849,1,0.0741,0.113,0.0,0.134,0.778,102.015,191240,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85401,posthumous forgiveness,Tame Impala,4300741,1,1,0.228,0.615,7,-5.626,1,0.0328,0.0487,0.00293,0.327,0.12,166.035,366067,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85404,whiskey glasses,Morgan Wallen,951179,4,14,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85406,gilligan,Shelley FKA DRAM - A$AP Rocky - Juicy J,789922,1,1,0.875,0.673,1,-7.74,1,0.21,0.029,0.0,0.318,0.621,148.01,207801,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85407,i really wish i hated you,blink-182,6131096,1,5,0.615,0.81,1,-6.137,0,0.0506,0.0358,0.0,0.289,0.728,143.054,191067,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85408,3am,Russ - Ty Dolla $ign,3724826,1,21,0.569,0.657,0,-6.639,1,0.0425,0.108,0.0,0.108,0.111,73.008,200548,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85412,one more hour,Tame Impala,4300741,12,12,0.647,0.398,4,-8.63,1,0.0283,0.108,0.107,0.148,0.32,102.029,432560,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85416,shadows,YoungBoy Never Broke Again,5749977,3,17,0.495,0.819,6,-4.367,1,0.417,0.016,0.0,0.08,0.236,177.956,194093,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85417,top down,Lil Yachty,6648019,1,19,0.784,0.68,1,-4.91,1,0.144,0.154,0.0,0.226,0.105,152.972,160220,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85418,reasons,Luke Combs,3747160,9,17,0.455,0.851,6,-4.74,1,0.0418,0.0561,1.91e-05,0.264,0.667,84.944,224293,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85420,keeping score,Dan + Shay - Kelly Clarkson,1943023,5,11,0.567,0.622,4,-4.29,1,0.0317,0.225,0.0,0.138,0.336,135.97,220213,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85421,miser,WAVYVIBE,12,1,1,0.556,0.313,10,-13.398,1,0.0513,0.838,2.61e-06,0.125,0.0814,77.997,197016,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85422,no dribble,DaBaby - Stunna 4 Vegas,4807934,1,1,0.785,0.504,9,-8.482,1,0.475,0.00999,0.0,0.356,0.799,129.937,163627,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85424,auatc,Bon Iver,2788650,1,1,0.38,0.416,7,-10.237,1,0.0383,0.886,1.2e-05,0.156,0.604,93.445,142125,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85425,party on fifth ave.,Mac Miller,5013742,3,16,0.646,0.817,9,-5.175,1,0.324,0.06,0.0,0.104,0.758,98.178,173147,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85426,100 racks,Quality Control - Offset - Playboi Carti,676267,11,36,0.939,0.632,1,-2.978,1,0.137,0.0606,0.00136,0.101,0.364,133.979,157645,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85428,outside today,YoungBoy Never Broke Again,5749977,1,1,0.851,0.666,11,-5.334,0,0.0694,0.139,0.0,0.105,0.0585,134.068,129105,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85430,like it,Summer Walker - 6LACK,1739825,10,18,0.707,0.608,5,-3.841,1,0.213,0.201,0.0,0.121,0.607,129.872,171840,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85433,stinkfist,TOOL,1693711,1,15,0.286,0.728,0,-6.608,1,0.0616,0.000174,0.837,0.133,0.467,171.454,312120,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85436,born tired,Jhené Aiko,3809217,12,20,0.511,0.312,0,-10.424,1,0.0412,0.572,0.0,0.0847,0.267,113.771,195187,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85437,cry pretty,Carrie Underwood,4222467,1,1,0.351,0.736,6,-3.318,1,0.0459,0.00495,0.0,0.109,0.237,140.299,246467,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85438,juicy - 2005 remaster,The Notorious B.I.G.,5626263,10,19,0.889,0.816,9,-4.67,1,0.247,0.472,0.0,0.204,0.777,96.056,302693,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85446,body back,Gryffin - Maia Wright,601185,1,1,0.686,0.83,8,-4.437,1,0.0369,0.0948,1.33e-06,0.182,0.486,123.032,214634,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85449,still feel like your man,John Mayer,4770134,1,12,0.858,0.6,2,-6.677,1,0.063,0.547,0.00113,0.132,0.513,106.023,234920,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85454,miss my woe,Gucci Mane - Rico Love,3520064,16,17,0.693,0.682,9,-6.131,1,0.331,0.0918,0.0,0.186,0.193,159.95,258480,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85455,detention,Melanie Martinez,8379843,10,13,0.832,0.655,3,-6.195,0,0.0676,0.488,0.0,0.103,0.783,94.998,236973,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85456,litty,Meek Mill - Sound M.O.B. - Tory Lanez,4533789,3,14,0.592,0.701,10,-4.014,0,0.0858,0.0451,0.0,0.327,0.282,129.501,280615,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85458,rainbow,Kesha,5910376,8,14,0.622,0.393,0,-6.269,1,0.0281,0.693,0.0,0.124,0.548,120.111,218640,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85462,hold your breath,NAV - Gunna,2237000,10,16,0.825,0.682,8,-5.197,1,0.214,0.137,0.0,0.122,0.5,146.129,170955,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85464,loyal,ODESZA,1227315,1,1,0.497,0.925,2,-4.489,1,0.0745,0.00523,0.781,0.222,0.262,139.961,207827,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85465,talk to me  - remix,Tory Lanez - Rich The Kid - Lil Wayne,3310268,1,1,0.698,0.66,0,-7.883,1,0.052,0.0226,0.0,0.0622,0.451,159.949,248521,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85467,house party,Sam Hunt,1970425,3,10,0.752,0.853,8,-5.222,1,0.0491,0.133,0.0,0.0238,0.859,104.003,190240,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85468,your peace,Jacquees - Lil Baby,1760042,1,1,0.518,0.63,6,-5.968,0,0.199,0.00997,0.0,0.101,0.576,195.958,183920,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85469,ym wasted,Lil Wayne,9717614,2,12,0.635,0.685,11,-5.253,0,0.304,0.00354,0.0,0.141,0.428,154.949,253518,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85470,"u move, i move",John Legend - Jhené Aiko,5285664,7,16,0.379,0.249,11,-9.53,1,0.0761,0.84,0.0,0.107,0.264,83.258,223933,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85473,america,Logic - Black Thought - Chuck D - Big Lenbo - No I.D,5004777,6,13,0.833,0.888,1,-4.181,1,0.127,0.131,0.000364,0.116,0.592,115.019,331347,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85475,bruce wayne - outro,Takeoff,1029845,12,12,0.678,0.562,7,-7.798,0,0.132,0.414,8.69e-06,0.549,0.34,147.999,227015,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85476,we are young,fun. - Janelle Monáe,3419227,3,11,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
